project,class,baseline,lance_basic,lance_coverage,lance,symprompt,lance-gpt,lance-claude,lance-mistral
JacksonXml-5f,ToXmlGenerator,0.0,0.5342465753424658,0.5333333333333333,0.659919028340081,0.006666666666666667,0,0,0
JacksonXml-5f,XmlFactory,0.8421052631578947,0.5789473684210527,0.7424242424242424,0.6055776892430279,0.22784810126582278,0.4,0.5529411764705883,0.3526570048309179
JacksonXml-5f,FromXmlParser,0.0,0.5833333333333334,0,0.33505154639175255,0.017699115044247787,0,0,0
JacksonXml-5f,StaxUtil,0.16666666666666666,0.7317073170731707,0.22413793103448276,0.9666666666666667,0.8,0.875,0.45161290322580644,0.896551724137931
Csv-16f,CSVParser,0.1111111111111111,0.7283950617283951,0.5128205128205128,0.8214285714285714,0.4090909090909091,0.38181818181818183,0.6818181818181818,0.3617021276595745
Csv-16f,CSVFormat,0.75,0.7777777777777778,0.773972602739726,0.7065217391304348,0.46875,0.34517766497461927,0.6326530612244898,0.27586206896551724
Csv-16f,Lexer,0.0,0.32710280373831774,0.54375,0.5684210526315789,0.15555555555555556,0,0.3392857142857143,0.35714285714285715
Collections-28f,IteratorUtils,0.13513513513513514,0.5575916230366492,0.6113989637305699,0.41495327102803736,0.543046357615894,0.5264705882352941,1.0,0.44410876132930516
Collections-28f,Flat3Map,1.0,0.898989898989899,0.8207171314741036,0.6283783783783784,0.12162162162162163,0.77,0.9484536082474226,0.5324675324675324
Collections-28f,MapUtils,0.8125,1.0462633451957295,0.8848484848484849,0.41025641025641024,0.8652482269503546,0.8181818181818182,1.0,0.5660377358490566
Collections-28f,IterableUtils,0.6923076923076923,0.7159090909090909,0.7604166666666666,0.372972972972973,0.7391304347826086,0.5675675675675675,0.9102564102564102,0.7037037037037037
Collections-28f,PrototypeFactory,0.4,0.6,0.6744186046511628,0.17391304347826086,0.2222222222222222,0,0.2777777777777778,0.3333333333333333
Gson-16f,Gson,1.0,0.8252427184466019,0.5111111111111111,1.1948051948051948,0.21794871794871795,0.15151515151515152,0.3111111111111111,0.2916666666666667
Gson-16f,JsonTreeReader,0.0,0.8461538461538461,0.4732142857142857,0.6815286624203821,0.14754098360655737,0.27358490566037735,0.6666666666666666,0.48484848484848486
Gson-16f,JsonReader,0.9166666666666666,0.8341968911917098,0.963855421686747,0.2866666666666667,0.01775147928994083,0.4845360824742268,0.7209302325581395,0
Gson-16f,Excluder,0.2,0.07317073170731707,0.6301369863013698,0.7555555555555555,0.034482758620689655,0.47368421052631576,0.782608695652174,0.024390243902439025
Cli-40f,HelpFormatter,0.5714285714285714,0.8809523809523809,0.7916666666666666,0.96,0.5862068965517241,0.7346938775510204,0.9210526315789473,0.24175824175824176
Cli-40f,PosixParser,0.0,0.671875,0.5333333333333333,0.7441860465116279,0.0,0.6,0.8048780487804879,0.42857142857142855
JacksonCore-26f,JsonStringEncoder,0.4444444444444444,0.6235294117647059,0.20238095238095238,0.6666666666666666,0.6176470588235294,0.17073170731707318,0.9830508474576272,0.7297297297297297
JacksonCore-26f,TokenFilterContext,0.3333333333333333,0.49473684210526314,0.71,0.5194805194805194,0.05660377358490566,0.2119205298013245,0.5853658536585366,0.2571428571428571
JacksonCore-26f,Base64Variant,0.8333333333333334,0.5,0.9230769230769231,0.6837606837606838,0.5967741935483871,0.7397260273972602,0.5514705882352942,0.3902439024390244
JacksonCore-26f,UTF32Reader,0.0,0.03125,0.19047619047619047,0.24,0.3684210526315789,0.06060606060606061,0.84,0
JacksonCore-26f,ByteSourceJsonBootstrapper,0.2857142857142857,0.5263157894736842,0.18604651162790697,0.5121951219512195,0.12,0.3333333333333333,0.6641221374045801,0.2028985507246377
JacksonCore-26f,NameN,1.0,0.9523809523809523,0.8888888888888888,0.9795918367346939,0.7142857142857143,0.8409090909090909,1.0,0.8857142857142857
JacksonCore-26f,ReaderBasedJsonParser,0,0,0,0.6209150326797386,0.0,0.06896551724137931,0,0
JacksonCore-26f,UTF8JsonGenerator,0,0,0.20588235294117646,0.48427672955974843,0.00966183574879227,0,0.5918367346938775,0
JacksonCore-26f,NumberInput,0.9375,0.7102803738317757,0.7724550898203593,0.849624060150376,0.7857142857142857,0.7889908256880734,1.008695652173913,0.38285714285714284
JxPath-22f,BasicTypeConverter,0.5714285714285714,0.7815126050420168,0.9603960396039604,0.7792792792792793,0.42201834862385323,0.6720430107526881,0.8402366863905325,0.515625
JxPath-22f,JXPathBasicBeanInfo,0.7777777777777778,0.8333333333333334,0.8148148148148148,0.75,0.09523809523809523,0.6666666666666666,0.6,0.3333333333333333
JxPath-22f,SimpleCharStream,0,0,0,0,0.0,0,0.5081967213114754,0.08695652173913043
JxPath-22f,DOMNodePointer,0.09090909090909091,0.6857142857142857,0.4244604316546763,0.6731707317073171,0.009433962264150943,0.2647058823529412,0.6721311475409836,0.5240963855421686
JxPath-22f,PropertyIterator,0.0,0.43037974683544306,0,0,0.0,0,0,0
JxPath-22f,PackageFunctions,0.6,0.9166666666666666,0.6907216494845361,0.7619047619047619,0.1111111111111111,0.2,0.41935483870967744,0.45454545454545453
JxPath-22f,JDOMNodePointer,0.8333333333333334,0.8571428571428571,0.5087719298245614,0.6208530805687204,0.2,0.5,0.7246376811594203,0.42105263157894735
JxPath-22f,ValueUtils,0.9166666666666666,0.7794117647058824,0.6358024691358025,0.46794871794871795,0.3469387755102041,0.49230769230769234,0.76,0.13157894736842105
JxPath-22f,MethodLookupUtils,0.38461538461538464,0.7692307692307693,0.5,0.8026315789473685,0.06976744186046512,0,0.37735849056603776,0.2727272727272727
JxPath-22f,PredicateContext,0,0,0.24390243902439024,0.2911392405063291,0.0,0,0,0
JxPath-22f,DescendantContext,0.0,0.26,0.07894736842105263,0.08333333333333333,0.0,0,0.3404255319148936,0.21052631578947367
JxPath-22f,Step,0.875,0.8387096774193549,0.84375,0.8857142857142857,0.43478260869565216,0.6888888888888889,1.0,0.5384615384615384
Jsoup-93f,HtmlTreeBuilder,0.05555555555555555,0.5142857142857142,0.41621621621621624,0.1702127659574468,0.015037593984962405,0,0.6375,0
Jsoup-93f,DataUtil,0.14285714285714285,0.7272727272727273,0.43137254901960786,0.76,0.7222222222222222,0.8461538461538461,0.7804878048780488,0.5625
Jsoup-93f,Tokeniser,0,0,0.75,0.813953488372093,0.0,0.33663366336633666,0.3333333333333333,0.13714285714285715
Jsoup-93f,FormElement,0.8333333333333334,0.65,0.9545454545454546,0.6875,0.0,0.6097560975609756,0.8666666666666667,0
Jsoup-93f,Tag,0.7692307692307693,0.5068493150684932,0.75,0.7317073170731707,0.08695652173913043,0.5714285714285714,0.7272727272727273,0.7567567567567568
Jsoup-93f,TokenQueue,0.7333333333333333,0.8266666666666667,0.7073170731707317,0.8433734939759037,0.28125,0.42028985507246375,0.9655172413793104,0.45871559633027525
Jsoup-93f,CharacterReader,0.9375,0.6212121212121212,0.547945205479452,0.7837837837837838,0.1566265060240964,0.79,0.7372881355932204,0.4714285714285714
Jsoup-93f,NodeTraversor,1.0,0.34615384615384615,0.6578947368421053,0.7241379310344828,0.5714285714285714,0.32,0.975,0.71875
Codec-18f,Base32,0.0,0.5377358490566038,0.27450980392156865,0.48148148148148145,0.0,0.1724137931034483,0.275,0.15
Codec-18f,QuotedPrintableCodec,0.46153846153846156,0.7619047619047619,0.8407643312101911,0.8316831683168316,0.2558139534883721,0.782608695652174,0.8947368421052632,0.3790322580645161
Codec-18f,Md5Crypt,0.3333333333333333,0.8205128205128205,0.82,0.9285714285714286,0.8333333333333334,0.6666666666666666,0.5294117647058824,0.358974358974359
Codec-18f,ColognePhonetic,0.5555555555555556,0.6206896551724138,0.605,0.7096774193548387,0.3076923076923077,0.4074074074074074,0.7962962962962963,0.5869565217391305
Codec-18f,Base64,0.7777777777777778,0.5753424657534246,0.9213483146067416,0.6081081081081081,0.3404255319148936,0.2857142857142857,0.8987341772151899,0.28448275862068967
Codec-18f,PhoneticEngine,0.0,0.41935483870967744,0.02127659574468085,0.7636363636363637,0.0,0,0.7407407407407407,0.625
Codec-18f,DoubleMetaphone,0.7777777777777778,0.6510416666666666,0.7068965517241379,0.7741935483870968,0.29545454545454547,0.7454545454545455,0.7288135593220338,0.5135135135135135
Compress-47f,BlockSort,0.0,0.5238095238095238,0,0.620253164556962,0.0,0,0.6065573770491803,0
Compress-47f,BinaryTree,0.2857142857142857,0.6857142857142857,0.7619047619047619,0.6666666666666666,0.25,0.14285714285714285,0.6666666666666666,0.42857142857142855
Compress-47f,ZipArchiveInputStream,0.0,0.3870967741935484,0.3815789473684211,0.3829787234042553,0.23684210526315788,0.19047619047619047,0.8375,0.2153846153846154
Compress-47f,ArchiveStreamFactory,0.4375,0.5638297872340425,0.5445544554455446,0.3373493975903614,0.13043478260869565,0.27906976744186046,0.5539568345323741,0.16810344827586207
Compress-47f,ArArchiveInputStream,0.09090909090909091,0.21621621621621623,0.375,0.3225806451612903,0.3235294117647059,0.36363636363636365,0.6851851851851852,0.15476190476190477
Compress-47f,TarArchiveInputStream,0.0,0.5517241379310345,0.3305084745762712,0.49,0.17647058823529413,0.26804123711340205,0.3761467889908257,0.189873417721519
Compress-47f,ExtraFieldUtils,0.375,0.6444444444444445,0.5636363636363636,0.3191489361702128,0.16129032258064516,0.125,0.575,0.37209302325581395
Compress-47f,CpioArchiveInputStream,0.1,0.2631578947368421,0.22115384615384615,0.35294117647058826,0.36585365853658536,0.3,0.38028169014084506,0
Compress-47f,GzipCompressorInputStream,0.5,0.6551724137931034,0.47058823529411764,0.41379310344827586,0.18181818181818182,0.46153846153846156,0.8636363636363636,0
JacksonDatabind-112f,ClassUtil,0.6451612903225806,0.41818181818181815,0.6015625,0.18691588785046728,0.5408163265306123,0.48314606741573035,0.5575757575757576,0.28846153846153844
JacksonDatabind-112f,ObjectWriter,0.8571428571428571,0.43023255813953487,0.6434108527131783,0.15498154981549817,0.07216494845360824,0.4663677130044843,0.5074626865671642,0.19230769230769232
JacksonDatabind-112f,TypeFactory,0.0,0.8370786516853933,0.5495049504950495,0.2669172932330827,0.25,0.8493150684931506,1.0,0.3150684931506849
JacksonDatabind-112f,StdDateFormat,0.7272727272727273,0.927536231884058,0.6242424242424243,0.23547400611620795,0.4857142857142857,0.6756756756756757,0.9044117647058824,0.2930232558139535
JacksonDatabind-112f,AnnotationIntrospectorPair,0.034482758620689655,0.6527777777777778,0.6953125,0.14049586776859505,0.33035714285714285,0.7226890756302521,0.22580645161290322,0.06521739130434782
JacksonDatabind-112f,SimpleType,0.875,0.788235294117647,0.6064516129032258,0.19254658385093168,0.35555555555555557,0.47435897435897434,0.7659574468085106,0.45
JacksonDatabind-112f,NumberDeserializers,0.2,0.029411764705882353,0.016666666666666666,0.5220588235294118,0.045454545454545456,0.7021276595744681,0.8787878787878788,0.4857142857142857
JacksonDatabind-112f,POJOPropertiesCollector,0,0,0.15384615384615385,0.14056224899598393,0.0,0,0,0
JacksonDatabind-112f,AnnotatedMethodCollector,0.0,0.1794871794871795,0,0.7692307692307693,0.0,0.1111111111111111,0.8125,0
Time-13f,Hours,1.0,0.9368421052631579,0.9342105263157895,0.9555555555555556,0.6428571428571429,0.09722222222222222,0.7959183673469388,0.6521739130434783
Time-13f,Days,1.0,0.7959183673469388,0.8721804511278195,0.9078947368421053,0.7804878048780488,0.96875,0.9591836734693877,0.6590909090909091
Time-13f,PeriodFormatterBuilder,1.0,0.5245901639344263,0.6728971962616822,0.863013698630137,0.5555555555555556,0.25,0.9298245614035088,0.40476190476190477
Time-13f,DateTimeFormatterBuilder,0.8333333333333334,0.5396825396825397,0.4329896907216495,0.7524271844660194,0.48623853211009177,0.2898550724637681,0.7008547008547008,0.41379310344827586
Time-13f,ISODateTimeFormat,0.2,0.45454545454545453,0.7969924812030075,0.9183673469387755,0.07407407407407407,0.21311475409836064,0,0.33587786259541985
Time-13f,Months,0.9333333333333333,0.8875,0.782258064516129,0.8717948717948718,0.825,0.8857142857142857,0.8780487804878049,0.8695652173913043
Time-13f,PeriodType,1.0,0.853448275862069,0.7295918367346939,0.8857142857142857,0.15584415584415584,0.5277777777777778,0.47674418604651164,0.6111111111111112
Time-13f,FormatUtils,1.0,0.6989247311827957,0.7238095238095238,0.6547619047619048,0.7727272727272727,0.32,0.5,0.48484848484848486
Time-13f,ZoneInfoCompiler,0.8571428571428571,0.5714285714285714,0.6993865030674846,0.7235294117647059,0.36,0.6491228070175439,0.696078431372549,0.27835051546391754
Time-13f,DateTimeParserBucket,1.0,0.36363636363636365,0,0,0.08571428571428572,0.46,0.6176470588235294,0
Time-13f,DateTimeZoneBuilder,0.7142857142857143,0.6086956521739131,0.673469387755102,0.37185929648241206,0.21739130434782608,0.5142857142857142,0.5742574257425742,0.28125
Lang-4f,StringUtils,0.8235294117647058,1.3442622950819672,0,1.0526315789473684,0.5769911504424778,0.6720430107526881,0.8181818181818182,
Lang-4f,Conversion,0.4473684210526316,0.5277777777777778,0.7010309278350515,0.6123128119800333,0.5962962962962963,0.37209302325581395,0.7669902912621359,0.33647798742138363
Lang-4f,NumericEntityUnescaper,0.9,0.7857142857142857,0.8888888888888888,0.8125,0.8,1.0,0.6666666666666666,0.8181818181818182
Lang-4f,BooleanUtils,0.9464285714285714,0.6950354609929078,0.8418803418803419,0.717201166180758,0.8526315789473684,0.65,0.7677725118483413,0.23883495145631067
Lang-4f,EqualsBuilder,1.0,0.8625,0.7551020408163265,0.7558139534883721,0.6106194690265486,0.6766917293233082,0.9035087719298246,0.3333333333333333
Lang-4f,DurationFormatUtils,0.09523809523809523,0.4939759036144578,0.5031847133757962,0.6538461538461539,0.13432835820895522,0.22033898305084745,0.5853658536585366,0.3617021276595745
Lang-4f,AnnotationUtils,0.13333333333333333,0.1111111111111111,0.5348837209302325,0.4057971014492754,0.08108108108108109,0.4722222222222222,0.9393939393939394,0.1
Lang-4f,ObjectUtils,0.8214285714285714,0.8559322033898306,0.8257575757575758,0.8118811881188119,0.696969696969697,0.49295774647887325,0.9733333333333334,0.6666666666666666
Lang-4f,DateUtils,0.8571428571428571,0.648854961832061,0.5592417061611374,0.5530973451327433,0.4835164835164835,0.5454545454545454,0.9186046511627907,0.18
Lang-4f,FastDatePrinter,0.7647058823529411,0.543859649122807,0.4642857142857143,0.5416666666666666,0.1875,0.22058823529411764,0.9345794392523364,0.18823529411764706
Lang-4f,HashCodeBuilder,0.2,0.6774193548387096,0.6991150442477876,1.0,0.5217391304347826,0.5083333333333333,0.9324324324324325,0.25824175824175827
Lang-4f,LocaleUtils,0.9,0.45384615384615384,0.6274509803921569,0.7735849056603774,0.7105263157894737,0.7272727272727273,0.7011494252873564,0.5178571428571429
Lang-4f,FieldUtils,0.625,0.48333333333333334,0.45901639344262296,0.3972602739726027,0.2716049382716049,0.3333333333333333,0.6666666666666666,0.29878048780487804
